"","Weight","Win_time","Est_time","maxt","mint","rain","gmin","soil","Minus_10_Slow","Minus_20_Slow","Minus_30_Slow","Minus_40_Slow","Minus_50_Slow","Minus_60_Slow","Minus_70_Slow","Minus_80_Slow","Sand","A0","A1","A2","A3","A4","A5","A6","A7","A8","AA0","Clonmel","Dundalk","Enniscorthy","Galway","Kilkenny","Limerick","Mullignar","Youghal"
"1481",63,29.76,29.36,18.6,12.5,0,9.3,14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1482",72,29.63,29.23,18.6,12.5,0,9.3,14.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1483",76,30.11,29.71,18.6,12.5,0,9.3,14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1484",69,29.55,29.15,18.6,12.5,0,9.3,14.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1485",62,30.09,29.69,18.6,12.5,0,9.3,14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1486",58,30.28,29.98,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1487",59,29.69,29.39,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1488",67,29.79,29.49,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1489",76,29.39,29.09,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1490",69,29.37,29.07,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1491",76,29.64,29.34,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1492",74,28.96,28.66,17,10.5,0,7.1,14.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1493",68,29.14,28.84,16.5,10.3,0.8,8.5,14.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1494",73,29.48,29.18,16.5,10.3,0.8,8.5,14.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1495",66,29.32,29.02,16.5,10.3,0.8,8.5,14.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1496",64,29.57,29.27,16.5,10.3,0.8,8.5,14.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1497",53,29.67,29.37,16.5,10.3,0.8,8.5,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1498",76,30.14,29.74,16.5,8.9,3.6,4,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1499",57,30.18,29.78,16.5,8.9,3.6,4,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1500",70,29.65,29.25,16.5,8.9,3.6,4,13.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1501",66,29.61,29.21,16.5,8.9,3.6,4,13.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1502",73,30.09,29.69,16.5,8.9,3.6,4,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1503",67,28.96,28.66,16.9,5,0,0,11.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1504",69,29.28,28.98,16.9,5,0,0,11.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1505",74,29.56,29.26,16.9,5,0,0,11.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1506",77,29.53,29.23,16.9,5,0,0,11.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1507",65,29.89,29.49,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1508",67,30.05,29.65,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1509",80,29.99,29.59,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1510",58,30.12,29.72,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1511",69,30.18,29.78,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1512",78,30.03,29.63,18.1,7.5,9.4,3.5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1513",72,29.37,28.97,16,1.7,0,-3,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1514",55,29.74,29.34,16,1.7,0,-3,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1515",69,30.08,29.68,16,1.7,0,-3,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1516",71,29.38,28.98,16,1.7,0,-3,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1517",70,29.27,28.97,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1518",69,30.03,29.73,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1519",63,30.18,29.88,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1520",70,29.98,29.68,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1521",71,30.17,29.87,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1522",59,29.85,29.55,18.6,9.5,0.7,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1523",82,30.21,29.91,15.6,2.8,0.1,-2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1524",75,29.28,28.98,15.6,2.8,0.1,-2,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1525",59,29.48,29.18,15.6,2.8,0.1,-2,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1526",75,29.97,29.67,15.6,2.8,0.1,-2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1527",74,29.73,29.43,16,12.4,3.5,9.4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1528",69,29.97,29.67,16,12.4,3.5,9.4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1529",60,29.53,29.23,16,12.4,3.5,9.4,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1530",76,29.74,29.44,16,12.4,3.5,9.4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1531",69,29.25,28.95,16,12.4,3.5,9.4,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1532",77,29.67,29.37,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1533",65,29.75,29.45,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1534",60,29.79,29.49,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1535",58,29.31,29.01,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1536",66,29.86,29.56,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1537",59,29.49,29.19,15,11,0,8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1538",55,29.44,29.14,15.1,11.5,16,8.6,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1539",69,29.18,28.88,15.1,11.5,16,8.6,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1540",63,29.61,29.31,15.1,11.5,16,8.6,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1541",68,29.15,28.85,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1542",70,29.23,28.93,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1543",74,29.34,29.04,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1544",59,29.11,28.81,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1545",70,29.53,29.23,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1546",68,29.12,28.82,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1547",72,29.11,28.81,14.5,3.5,0,-2,9.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1548",71,29.45,29.15,13.3,0,0,-5.4,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1549",73,29.72,29.42,13.3,0,0,-5.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1550",74,29.33,29.03,13.3,0,0,-5.4,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1551",72,29.66,29.36,13.3,0,0,-5.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1552",69,29.17,28.87,13.1,4.7,0,2,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1553",69,29.29,28.99,13.1,4.7,0,2,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1554",81,29.17,28.87,13.1,4.7,0,2,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1555",62,29.17,28.87,13.1,4.7,0,2,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1556",60,29.32,29.02,13.1,4.7,0,2,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1557",72,29.47,29.17,11.5,7.2,0.5,2.9,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1558",69,29.85,29.55,11.5,7.2,0.5,2.9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1559",75,29.16,28.86,11.5,7.2,0.5,2.9,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1560",80,29.92,29.62,11.5,7.2,0.5,2.9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1561",59,29.97,29.67,11.5,7.2,0.5,2.9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1562",77,29.54,29.24,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1563",74,29.35,29.05,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1564",65,29.73,29.43,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1565",67,29.61,29.31,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1566",74,29.55,29.25,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1567",71,29.62,29.32,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1568",73,29.39,29.09,10.5,3,1,-2.5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1569",72,29.42,29.12,9.6,-0.8,0,-4,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1570",71,29.83,29.53,9.6,-0.8,0,-4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1571",72,29.47,29.17,9.6,-0.8,0,-4,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1572",69,29.27,28.97,9.6,-0.8,0,-4,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1573",60,29.56,29.26,9.6,-0.8,0,-4,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1574",68,29.32,29.02,12,6.5,3.5,3.7,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1575",72,29.78,29.48,12,6.5,3.5,3.7,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1576",67,29.01,28.71,12,6.5,3.5,3.7,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1577",73,29.22,28.92,12,6.5,3.5,3.7,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1578",62,29.44,29.14,12,6.5,3.5,3.7,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1579",74,29.62,29.22,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1580",76,29.36,28.96,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1581",69,29.45,29.05,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1582",67,29.53,29.13,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1583",62,29.66,29.26,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1584",63,29.51,29.11,11,0.6,3.5,-5.5,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1585",71,30.23,29.83,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1586",62,29.13,28.73,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1587",70,30.21,29.81,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1588",68,29.02,28.62,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1589",70,29.32,28.92,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1590",68,28.71,28.31,11.5,2,5.3,-3.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1591",54,29.53,29.13,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1592",73,29.64,29.24,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1593",71,29.56,29.16,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1594",74,29.77,29.37,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1595",73,29.63,29.23,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1596",70,29.56,29.16,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1597",77,29.36,28.96,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1598",64,29.91,29.51,13,11.3,1.8,8.5,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1599",66,30.19,29.79,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1600",64,29.57,29.17,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1601",66,29.93,29.53,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1602",61,29.38,28.98,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1603",57,29.75,29.35,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1604",61,29.38,28.98,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1605",53,29.74,29.34,9.1,4.5,2,0,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1606",79,29.63,29.23,8,2,2,-3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1607",55,29.97,29.57,8,2,2,-3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1608",63,29.88,29.48,8,2,2,-3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1609",76,29.28,28.88,8,2,2,-3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1610",76,29.14,28.74,8,2,2,-3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1611",54,29.44,29.04,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1612",71,29.27,28.87,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1613",67,29.58,29.18,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1614",70,29.29,28.89,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1615",72,30.01,29.61,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1616",80,29.27,28.87,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1617",71,29.83,29.43,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1618",54,29.74,29.34,11,0.5,19.1,-4.9,5.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1619",60,29.64,29.24,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1620",68,29.46,29.06,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1621",66,29.44,29.04,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1622",74,30.62,30.22,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1623",56,29.77,29.37,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1624",72,29.92,29.52,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1625",77,29.92,29.52,9.5,7.4,0,2,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1626",73,29.73,29.33,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1627",68,29.99,29.59,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1628",67,29.58,29.18,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1629",65,29.79,29.39,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1630",63,29.57,29.17,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1631",67,29.57,29.17,13,6,6.3,3.5,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1632",73,29.98,29.58,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1633",66,29.21,28.81,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1634",54,29.96,29.56,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1635",77,30.06,29.66,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1636",76,29.04,28.64,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1637",76,29.64,29.24,10.5,1.5,0.5,-4,6.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1638",60,30.29,29.79,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1639",61,30.21,29.71,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1640",58,29.97,29.47,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1641",58,30.01,29.51,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1642",77,29.67,29.17,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1643",60,29.86,29.36,10.5,5.5,36.7,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
