"","Weight","Win_time","Est_time","maxt","mint","rain","gmin","soil","Minus_10_Slow","Minus_20_Slow","Minus_30_Slow","Minus_40_Slow","Minus_50_Slow","Minus_60_Slow","Minus_70_Slow","Minus_80_Slow","Sand","A0","A1","A2","A3","A4","A5","A6","A7","A8","AA0","Clonmel","Dundalk","Enniscorthy","Galway","Kilkenny","Limerick","Mullignar","Youghal"
"1",66,29.84,29.74,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"2",56,30.24,30.14,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"3",56,29.8,29.7,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"4",61,29.28,29.18,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5",62,29.85,29.75,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"6",75,29.48,29.38,8,0.1,9.6,0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"7",65,29.52,29.42,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"8",65,29.49,29.39,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"9",57,29.83,29.73,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"10",58,29.43,29.33,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"11",64,29.65,29.55,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"12",58,29.62,29.52,9.9,1.9,11.7,1.5,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"13",59,29.14,29.04,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14",67,29.01,28.91,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15",74,29.1,29,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16",71,29.24,29.14,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"17",76,28.82,28.72,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"18",74,29.19,29.09,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"19",79,29.15,29.05,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20",75,28.98,28.88,4.6,0,3.9,-0.6,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"21",84,29.79,29.69,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"22",61,29.66,29.56,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"23",63,29.63,29.53,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"24",70,29.51,29.41,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",64,29.44,29.34,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"26",76,29.21,29.11,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"27",79,29.15,29.05,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"28",65,29.89,29.79,12.1,3.4,6.8,3.3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"29",75,29.52,29.42,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"30",63,29.61,29.51,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"31",66,28.95,28.85,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"32",68,29.03,28.93,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"33",59,30.02,29.92,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"34",58,29.33,29.23,11,2.3,5.6,0.9,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"35",58,29.59,29.49,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"36",65,29.19,29.09,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"37",63,29.19,29.09,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"38",70,29.43,29.33,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"39",70,28.42,28.32,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"40",76,28.95,28.85,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"41",75,29.58,29.48,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"42",59,29.36,29.26,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"43",71,29.3,29.2,12,8.9,4.2,8.2,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"44",68,29.2,29.1,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"45",58,29.48,29.38,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"46",62,30,29.9,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"47",62,29.45,29.35,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"48",65,28.75,28.65,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"49",60,29.15,29.05,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"50",58,28.79,28.69,6.2,0.1,1.6,-1.1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"51",74,29.28,29.18,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"52",70,29.47,29.37,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"53",59,29.53,29.43,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"54",58,29.56,29.46,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"55",79,29.11,29.01,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"56",76,29.11,29.01,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"57",72,29.36,29.26,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"58",71,29.44,29.34,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"59",64,29.65,29.55,6.3,-0.7,0,-1.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"60",61,29.45,29.35,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"61",76,29.32,29.22,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"62",77,29.53,29.43,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"63",69,29.4,29.3,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"64",71,29.59,29.49,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"65",62,29.23,29.13,9.7,-1.7,9.3,-1.8,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"66",59,29.11,28.91,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"67",74,29.95,29.75,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"68",60,29.61,29.21,10.6,-1.2,2.3,-1.6,5.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"69",62,29.41,29.21,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"70",75,29.75,29.55,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"71",65,29.9,29.5,10.6,-1.2,2.3,-1.6,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"72",71,29.38,29.18,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"73",66,29.86,29.66,10.6,-1.2,2.3,-1.6,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"74",69,29.19,28.99,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"75",59,29.6,29.4,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"76",80,29.27,29.07,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"77",67,28.74,28.54,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"78",68,29.17,28.97,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"79",71,29.31,29.11,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"80",70,28.85,28.65,0.2,-0.8,0.1,-2.8,2.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"81",60,29.31,29.11,10.8,2.6,1.2,-1.6,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"82",71,29.06,28.86,10.8,2.6,1.2,-1.6,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"83",59,28.87,28.67,10.8,2.6,1.2,-1.6,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"84",66,29.76,29.56,10.8,2.6,1.2,-1.6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"85",80,29.16,28.96,10.8,2.6,1.2,-1.6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"86",67,29.56,29.46,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"87",62,29.21,29.11,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"88",60,29.52,29.42,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"89",55,29.4,29.3,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"90",63,29.59,29.49,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"91",64,29.46,29.36,5.5,2.9,0,2.8,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"92",74,29.94,29.54,6.2,-0.5,0,-2.1,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"93",80,29.43,29.13,6.2,-0.5,0,-2.1,2.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"94",65,29.9,29.6,6.2,-0.5,0,-2.1,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"95",69,29.86,29.46,6.2,-0.5,0,-2.1,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"96",59,29.61,29.31,6.2,-0.5,0,-2.1,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"97",68,29.69,29.39,6.2,-0.5,0,-2.1,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"98",69,29.71,29.51,9.7,-0.3,8.5,-0.6,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"99",71,29.21,29.01,9.7,-0.3,8.5,-0.6,2.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100",65,29.53,29.33,9.7,-0.3,8.5,-0.6,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",72,29.75,29.55,9.7,-0.3,8.5,-0.6,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"102",62,29.82,29.62,9.7,-0.3,8.5,-0.6,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"103",65,29.68,29.58,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"104",71,29.72,29.62,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"105",62,29.73,29.63,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"106",79,29.31,29.21,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"107",61,29.43,29.33,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"108",64,29.45,29.35,9.6,4.9,2.6,3.9,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"109",61,29.26,29.16,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"110",71,29.49,29.39,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"111",57,29.19,29.09,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"112",72,29.39,29.29,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"113",66,29.59,29.49,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"114",71,29.62,29.52,11.2,-0.1,0,-0.8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"115",77,29.6,29.3,6,-0.6,17.9,-1.2,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"116",57,29.65,29.25,6,-0.6,17.9,-1.2,3.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"117",76,29.67,29.27,6,-0.6,17.9,-1.2,3.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"118",77,29.38,28.98,6,-0.6,17.9,-1.2,3.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"119",67,29.54,29.34,6,-0.6,17.9,-1.2,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"120",67,29.73,29.43,6,-0.6,17.9,-1.2,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"121",63,29.35,29.25,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"122",52,29.69,29.59,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"123",67,29.54,29.44,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"124",56,29.68,29.58,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"125",80,29.59,29.49,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"126",79,29.37,29.27,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"127",71,29.12,29.02,12.4,1.2,6.4,0.6,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"128",78,29.15,29.05,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"129",63,28.7,28.6,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"130",70,29.26,29.16,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"131",76,28.91,28.81,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"132",61,29.67,29.57,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"133",69,29.45,29.35,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"134",61,29.39,29.29,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"135",66,29.66,29.56,12.3,4.9,0.1,4.7,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"136",61,29.61,29.51,14,5.5,0,4.1,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"137",55,29.83,29.73,14,5.5,0,4.1,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"138",79,29.19,29.09,14,5.5,0,4.1,8.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"139",81,29.19,29.09,14,5.5,0,4.1,8.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"140",75,29.11,29.01,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"141",75,29.28,29.18,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"142",74,28.64,28.54,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"143",73,28.93,28.83,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"144",76,28.94,28.84,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"145",58,29.16,29.06,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"146",75,29.15,29.05,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"147",76,29.28,29.18,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"148",60,29.01,28.91,12.1,8.2,1.4,7.5,9.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"149",72,28.99,28.89,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"150",65,29.87,29.77,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"151",80,29.25,29.15,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"152",78,28.94,28.84,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"153",79,29.35,29.25,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"154",76,28.77,28.67,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"155",78,28.85,28.75,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"156",65,29.33,29.23,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"157",71,29.13,29.03,16.1,6.6,0.2,6.4,11.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"158",72,28.93,28.83,21.6,7.1,0,7.1,12.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"159",76,28.75,28.65,21.6,7.1,0,7.1,12.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"160",80,29.51,29.41,21.6,7.1,0,7.1,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
