"","Greyhound_name","Sire_Name","Dam_name","Prize","Weight","Win_time","By","Going","Est_time","SP","Grade","Comment","Date","Name_of_race1","County"
"19066","STEADY DASHER","RIO QUATTRO","BELLAGORS CADGE","€50.00","78","29.36"," ","-.10 Slow","29.26&nbsp","2/1","A3","Crd 3,LdNrL","06-Oct-18","Flat 525  ","Tralee"
"19067","PRETTY OLIVIA","TYRUR BIG MIKE","MY GIRL LOLLYPOP","€50.00","58","29.14"," ","-.10 Slow","29.04&nbsp","3/1","A2","Ld 3,FinWl","06-Oct-18","Flat 525  ","Tralee"
"19068","MILLRIDGE JODI","SPARTA MAESTRO","COY SHEILA","€290.00","61","29.22"," ","-.10 Slow","29.12&nbsp","4/5f","A3","EvAw,LdNrL","06-Oct-18","Flat 525  ","Tralee"
"19069","CLODAGHS PRIDE","OAKS ROAD","MISS INTENSUS","€350.00","53","28.79"," ","-.10 Slow","28.69&nbsp","2/1","A0","FAw,Ld 1","06-Oct-18","Flat 525  ","Tralee"
"19070","CARMAC HOLLIE","TULLYMURRY ACT","HOLLIES INDI","€290.00","68","29.19"," ","Sand","29.19&nbsp","2/1","A3","Chl 3,StyWl","07-Oct-18","Flat 525  ","Tralee"
"19071","KILCOW AMY","KINLOCH BRAE","KILCOW BLOND","€205.00","59","18.02"," ","Sand","18.02&nbsp","3/1","S5","Chl 2,drclr","07-Oct-18","Flat 325  ","Tralee"
"19072","SPIRIT EILEEN","DROOPYS CAIN","SPIRIT SEA QUEEN","€290.00","67","29.06"," ","Sand","29.06&nbsp","5/1","A2","FAw,ALd","07-Oct-18","Flat 525  ","Tralee"
"19073","ANASCAUL RIVER","KINGO","LOOSTER BETS","€310.00","79","29.15"," ","Sand","29.15&nbsp","5/2","A3","EP,HldOn","07-Oct-18","Flat 525  ","Tralee"
"19074","VOLTAIR HOPE","DROOPYS CAIN","TYRUR LATOYA","€325.00","75","29.21"," ","Sand","29.21&nbsp","5/1","A3","Ld 2,HldOn","07-Oct-18","Flat 525  ","Tralee"
"19075","LOOSTER BAXTER","SCOLARI ME DADDY","HELLO THE HOUSE","€350.00","69","28.88"," ","Sand","28.88&nbsp","9/4 F","A1","Chl 3,HldOn","07-Oct-18","Flat 525  ","Tralee"
"19076","SARGES BULLET","BICKERTON BOOM","SARGES BANDICOOT","€350.00","67","28.85"," ","Sand","28.85&nbsp","13/2","A1","QAw,ALd","07-Oct-18","Flat 525  ","Tralee"
"19077","ELLIE DIVA","KINLOCH BRAE","KNOCKTOO DIVA","€310.00","62","29.46"," ","Sand","29.46&nbsp","4/1","A4","EP,RnOn","07-Oct-18","Flat 525  ","Tralee"
"19078","MILLRIDGE FAY","MOUNTLEADER MATT","MILLRIDGE FOCUS","€285.00","58","29.57"," ","-.10 Slow","29.47&nbsp","2/1f","A4","QAw,FinWl","09-Oct-18","Flat 525  ","Tralee"
"19079","LABANA GOOCH","SCOLARI ME DADDY","SPA STAR","€290.00","67","29.46"," ","-.10 Slow","29.36&nbsp","7/2","A4","FAw,ALd","09-Oct-18","Flat 525  ","Tralee"
"19080","GOYA","VULTURI","SMELL A RAT","€290.00","71","29.65"," ","-.10 Slow","29.55&nbsp","4/1","A5","EP,HldOn","09-Oct-18","Flat 525  ","Tralee"
"19081","SAWDUST CLUB","SUPERIOR PRODUCT","HIGH ST MILEY","€325.00","66","28.98"," ","-.10 Slow","28.88&nbsp","5/2","A1","Ld 2,SlAw","09-Oct-18","Flat 525  ","Tralee"
"19082","NIAMHS BIG MIKE","TYRUR BIG MIKE","MY GIRL LOLLYPOP","€350.00","70","28.88"," ","-.10 Slow","28.78&nbsp","3/1","A1","SlAw,LdNrL","09-Oct-18","Flat 525  ","Tralee"
"19083","YESTERDAYS NEWS","DROOPYS JET","TRIONAS SOPRANO","€325.00","76","29.20"," ","-.10 Slow","29.10&nbsp","6/1","A3","W 1,LdNrL","09-Oct-18","Flat 525  ","Tralee"
"19084","BALLYLANE VIC","BALLYMAC VIC","PENNYLANE LACE","€350.00","71","29.16"," ","-.10 Slow","29.06&nbsp","6/4f","A2","FAw,HldOn","09-Oct-18","Flat 525  ","Tralee"
"19085","PENNYLANE MISSY","PARADISE MADISON","PENNYLANE LODGE","€350.00","61","29.06"," ","-.10 Slow","28.96&nbsp","10/1","A2","EP,LdNrL","09-Oct-18","Flat 525  ","Tralee"
"19086","ENJOY THE MOMENT","ACE HI RUMBLE","GNEEVES MEGAN","€325.00","60","29.23"," ","-.10 Slow","29.13&nbsp","5/2","A3","FinWl,LdNrL","09-Oct-18","Flat 525  ","Tralee"
"19087","PRINCE OF TIDES","ROYAL IMPACT","STEELY PASSION","€310.00","78","29.46"," ","-.10 Slow","29.36&nbsp","5/2","A4","Crd 3,LdNrL","09-Oct-18","Flat 525  ","Tralee"
"19088","OMEGA BAY","CASHEN LEGEND","BAYSIDE CHEETAH","€205.00","72","18.02"," ","-.05 Slow","17.97&nbsp","n/o","S4","EP,LdRi","12-Oct-18","Flat 325  ","Tralee"
"19089","FARRAN RUBY","LAUGHIL DUKE","FARRAN LUCY","€210.00","60","29.22"," ","-.10 Slow","29.12&nbsp","4/5f","A3","EvAw,Ld 4","12-Oct-18","Flat 525  ","Tralee"
"19090","CHILOUT SARKOZY","CHILMARK CHASER","SARKOZY FLASH","€285.00","78","29.36"," ","-.10 Slow","29.26&nbsp","5/2","A3","EP,Ld","12-Oct-18","Flat 525  ","Tralee"
"19091","TOAST OF ADARE","TYRUR BIG MIKE","LAUGHIL LIZ","€300.00","73","17.52"," ","-.05 Slow","17.47&nbsp","2/1","SS0","EP,Ld 1","12-Oct-18","Flat 325  ","Tralee"
"19092","MAKEIT EZE","FARLOE BLITZ","SWIFT RUSH","€325.00","69","28.98"," ","-.10 Slow","28.88&nbsp","5/4f","A1","W Ru,StyWl","12-Oct-18","Flat 525  ","Tralee"
"19093","GIOVAN ASTRAL","RAYVIN GIOVANNI","ASTRAL GLOW","€350.00","82","28.91"," ","-.10 Slow","28.81&nbsp","4/1","A1","Ld 2,HldOn","12-Oct-18","Flat 525  ","Tralee"
"19094","BOXER CONOR","DROOPYS SCOLARI","BOXER PRINCESS","€50.00","77","29.26"," ","-.10 Slow","29.16&nbsp","6/4jf","A3","Ld 1,HldOn","12-Oct-18","Flat 525  ","Tralee"
"19095","BALLYMAC HEATHER","PINPOINT MAXI","LOONEY SUPRISE","€50.00","66","28.87"," ","-.10 Slow","28.77&nbsp","6/4","A1","Ld 4,StyWl","12-Oct-18","Flat 525  ","Tralee"
"19096","FLOURY SPUDS","ZERO TEN","PARADISE MARIA","€350.00","87","30.90"," ","-.10 Slow","30.80&nbsp","3/1","AA0","Ld 1,drclr","12-Oct-18","Flat 570  ","Tralee"
"19097","DENVILLE MILLIE","CONFIDENT RANKIN","DENVILLE CAROL","€350.00","62","28.94"," ","-.10 Slow","28.84&nbsp","5/2","A1","Ld 1,StyWl","12-Oct-18","Flat 525  ","Tralee"
"19098","YUKAN PRINCE","LAUGHIL BLAKE","BUA BUI","€205.00","69","17.81"," ","-.05 Slow","17.76&nbsp","1/1","S2","FAw,Ld 1","13-Oct-18","Flat 325  ","Tralee"
"19099","CLONKIL JET","LAUGHIL BLAKE","CLONKIL STORM","€50.00","69","29.41"," ","-.10 Slow","29.31&nbsp","1/1","A4","FAw,ALd","13-Oct-18","Flat 525  ","Tralee"
"19100","ABBEY PARADISE","SKYWALKER PUMA","PARADISE ABBEY","€50.00","56","29.49"," ","-.10 Slow","29.39&nbsp","2/1","A4","Ld 1,HldOn","13-Oct-18","Flat 525  ","Tralee"
"19101","MO CARA NUNO","SKYWALKER PUMA","EMLAGH LEANNE","€285.00","67","29.11"," ","-.10 Slow","29.01&nbsp","1/1","A2","Ld 1,drclr","13-Oct-18","Flat 525  ","Tralee"
"19102","TOKENFIRE JAMES","LAUGHIL BLAKE","KILARA ABBIE","€290.00","71","29.04"," ","-.10 Slow","28.94&nbsp","1/1","A2","Ld 3,StyWl","13-Oct-18","Flat 525  ","Tralee"
"19103","KEEL STAR","DROOPYS CAIN","SHANA LASS","€210.00","63","17.87"," ","-.05 Slow","17.82&nbsp","2/1","S3","EP,Ld 1","13-Oct-18","Flat 325  ","Tralee"
"19104","BALLYARD JENNY","PREMIER FANTASY","LAUGHIL LAURA","€325.00","66","28.68"," ","-.10 Slow","28.58&nbsp","2/5","A0","Crd 1,drclr","13-Oct-18","Flat 525  ","Tralee"
"19105","BRINDLE CISS","AERO ARDILES","SLENDER LADY","€350.00","65","31.18"," ","-.10 Slow","31.08&nbsp","4/5f","A0","QAw,StyWl","13-Oct-18","Flat 570  ","Tralee"
"19106","CAMP SOPHIE","TYRUR BIG MIKE","PRICELESS LASSIE","€850.00","59","28.88"," ","-.10 Slow","28.78&nbsp","3/1","A1","FAw,HldOn","13-Oct-18","Flat 525  ","Tralee"
"19107","SLIPPERY VIEW","SLIPPERY FRED","HIGHVIEW BEAUTY","€290.00","71","29.17"," ","-.10 Slow","29.07&nbsp","2/1","A2","FAw,ALd","13-Oct-18","Flat 525  ","Tralee"
"19108","TEEMORE DUKE","RAZLDAZL JAYFKAY","RAZLDAZL DOLL","€290.00","71","29.47"," ","+.15 Fast","29.62&nbsp","8/1","A5","ChlBS,RnOn","14-Oct-18","Flat 525  ","Tralee"
"19109","SPIRIT SURVIVOR","DROOPYS SCOLARI","SPIRIT SADIE","€205.00","75","17.91"," ","+.05 Fast","17.96&nbsp","11/1","S4","FAw,ALd","14-Oct-18","Flat 325  ","Tralee"
"19110","PRINCE OF TIDES","ROYAL IMPACT","STEELY PASSION","€310.00","78","29.03"," ","+.15 Fast","29.18&nbsp","2/1 jf","A3","RL 1,RnOn","14-Oct-18","Flat 525  ","Tralee"
"19111","LASSINAGH REBEL","SUPERIOR PRODUCT","LASSINAGH GLORY","€325.00","73","28.87"," ","+.15 Fast","29.02&nbsp","7/2","A2","Ld 1,StyOn","14-Oct-18","Flat 525  ","Tralee"
"19112","DOBBY","FERMOYLE HONCHO","DROUMERAGH SOPHI","€310.00","79","29.17"," ","+.15 Fast","29.32&nbsp","2/1 jf","A4","RL 1,StyOn","14-Oct-18","Flat 525  ","Tralee"
"19113","SAWDUST CLUB","SUPERIOR PRODUCT","HIGH ST MILEY","€350.00","66","28.26"," ","+.15 Fast","28.41&nbsp","7/2","AA0","EP,ALd","14-Oct-18","Flat 525  ","Tralee"
"19114","DOG GONE IT","OAKS ROAD","MISS INTENSUS","€290.00","54","29.49"," ","+.15 Fast","29.64&nbsp","7/2","A5","Ld 1,RnOn","14-Oct-18","Flat 525  ","Tralee"
"19115","PIPER CHAIR","SECRETO","CONFIDENT REGINA","€310.00","73","29.17"," ","+.15 Fast","29.32&nbsp","3/1","A4","QAw,ALd","14-Oct-18","Flat 525  ","Tralee"
"19116","PAYYAWAY SUE","VANS ESCALADE","COPELAND CAROL","€285.00","60","29.81"," ","-.10 Slow","29.71&nbsp","18/1","A6","Crd 2,LdNrL","16-Oct-18","Flat 525  ","Tralee"
"19117","RAMONA GAISCE","THOMAS THE TANK","CREE MOR","€205.00","70","18.24"," ","-.05 Slow","18.19&nbsp","3/1","S6","EP,Ld 2","16-Oct-18","Flat 325  ","Tralee"
"19118","MC HUGH HONEY","BALLYMAC VIC","MC HUGH LASS","€290.00","54","29.30"," ","-.10 Slow","29.20&nbsp","4/1","A3","FAw,HldOn","16-Oct-18","Flat 525  ","Tralee"
"19119","MILLRIDGE LEXI","BICKERTON BOOM","SIGN ON KATIE","€350.00","57","28.91"," ","-.10 Slow","28.81&nbsp","5/2jf","A1","FAw,Ld 1","16-Oct-18","Flat 525  ","Tralee"
"19120","YESTERDAYS NEWS","DROOPYS JET","TRIONAS SOPRANO","€325.00","76","29.52"," ","-.10 Slow","29.42&nbsp","5/1","A4","W,Ld 4","16-Oct-18","Flat 525  ","Tralee"
"19121","KNOCKEEN BRUCE","KINLOCH BRAE","ONECO REGINA","€210.00","68","17.97"," ","-.05 Slow","17.92&nbsp","4/1","S4","EP,Ld 1","16-Oct-18","Flat 325  ","Tralee"
"19122","ENJOY THE MOMENT","ACE HI RUMBLE","GNEEVES MEGAN","€325.00","60","29.33"," ","-.10 Slow","29.23&nbsp","7/4f","A3","Crd 4,LdRi","16-Oct-18","Flat 525  ","Tralee"
"19123","LANODY MIKE","STORM CONTROL","PERLES BAY","€350.00","76","28.79"," ","-.10 Slow","28.69&nbsp","9/4jf","A0","Ld 3,StyWl","16-Oct-18","Flat 525  ","Tralee"
"19124","SIGN ON GARFINEY","RAZLDAZL RIOGA","RUBY CU","€350.00","69","28.82"," ","-.10 Slow","28.72&nbsp","2/1jf","A1","Ld 3,StyWl","16-Oct-18","Flat 525  ","Tralee"
"19125","RUSHPOOL DREAM","SUPERIOR PRODUCT","STORM DANCER","€310.00","61","29.52"," ","-.10 Slow","29.42&nbsp","4/1","A4","Ld 4,HldOn","16-Oct-18","Flat 525  ","Tralee"
"19126","ROSIES RAMBLER","SPARTA MAESTRO","GLORY DAYS","€205.00","67","18.34"," ","-.05 Slow","18.29&nbsp","n/o","S7","EP,ALd","19-Oct-18","Flat 325  ","Tralee"
"19127","CONAIC VIEW KATE","MOUNTLEADER MATT","SIGN ON KATIE","€230.00","62","29.95"," ","-.10 Slow","29.85&nbsp","2/1","A6","RL,Ld 1","19-Oct-18","Flat 525  ","Tralee"
"19128","SEND IT TONIGHT","SUPERIOR PRODUCT","SEND IT SALLY","€205.00","67","18.10"," ","-.05 Slow","18.05&nbsp","1/1f","S5","EP,Ld 1","19-Oct-18","Flat 325  ","Tralee"
"19129","THATSTHEDEAL","SKYWALKER PUMA","SKYWALKER PEARL","€290.00","67","30.10"," ","-.10 Slow","30.00&nbsp","2/1","A7","Blk 1,W 4","19-Oct-18","Flat 525  ","Tralee"
"19130","BALLYDUHIG JOY","OAKS ROAD","MISS INTENSUS","€310.00","59","28.97"," ","-.10 Slow","28.87&nbsp","1/1f","A1","QAw,ALd","19-Oct-18","Flat 525  ","Tralee"
"19131","DECORATED KNIGHT","SCOLARI ME DADDY","SPRINGWELL KELLY","€210.00","75","17.97"," ","-.05 Slow","17.92&nbsp","2/1","S4","EP,Mid","19-Oct-18","Flat 325  ","Tralee"
"19132","TOKENFIRE JAMES","LAUGHIL BLAKE","KILARA ABBIE","€350.00","71","29.33"," ","-.10 Slow","29.23&nbsp","3/1","A3","EP,Ld 3","19-Oct-18","Flat 525  ","Tralee"
"19133","SAWDUST CLUB","SUPERIOR PRODUCT","HIGH ST MILEY","€350.00","66","28.64"," ","-.10 Slow","28.54&nbsp","6/4f","A0","EP,ALd","19-Oct-18","Flat 525  ","Tralee"
"19134","HILLVIEW PADDY","SCOLARI ME DADDY","DROOPYS AXIS","€1500.00","75","29.23"," ","-.10 Slow","29.13&nbsp","3/1","A3","SlAw,LdNrL","19-Oct-18","Flat 525  ","Tralee"
"19135","BALLYMAC ROY","VULTURI","CROMAC BELLE","€325.00","71","29.12"," ","-.10 Slow","29.02&nbsp","5/2","A2","EP,Mid","19-Oct-18","Flat 525  ","Tralee"
"19136","OCTAGON SULOS","BALLYMAC MATT","BALLYMAC MOIRA","€205.00","59","18.46"," ","-.05 Slow","18.41&nbsp","2/1","S9","EP,GR2","20-Oct-18","Flat 325  ","Tralee"
"19137","CONAIC VIEW MINI","MOUNTLEADER MATT","SIGN ON KATIE","€210.00","53","29.43"," ","-.10 Slow","29.33&nbsp","2/1","A4","EP,StyWl","20-Oct-18","Flat 525  ","Tralee"
"19138","KILLAHAN VINNY","FARLOE BLITZ","SALEEN KERRY","€205.00","69","17.93"," ","-.05 Slow","17.88&nbsp","1/2 f","S3","EP,CmAg","20-Oct-18","Flat 325  ","Tralee"
"19139","BRIGHT BELL","SUPERIOR PRODUCT","BRIGHT LOUISE","€285.00","65","29.26"," ","-.10 Slow","29.16&nbsp","6/4 f","A3","EP,ALd","20-Oct-18","Flat 525  ","Tralee"
"19140","STEEPLE RD ETHAN","DROOPYS SCOLARI","STEEPLE RD JESS","€210.00","80","17.80"," ","-.05 Slow","17.75&nbsp","5/4 f","S2","EP,Mid","20-Oct-18","Flat 325  ","Tralee"
"19141","ARDFERT ROOSTER","KINLOCH BRAE","CARMAC CYRUS","€310.00","69","29.02"," ","-.10 Slow","28.92&nbsp","4/5 f","A2","EP,LdNrL","20-Oct-18","Flat 525  ","Tralee"
"19142","SEND IT HOBBS","SCOLARI ME DADDY","BALLYMAC WANDER","€350.00","66","28.68"," ","-.10 Slow","28.58&nbsp","6/4","A0","EP,Ld 4","20-Oct-18","Flat 525  ","Tralee"
"19143","BLACK DESIRE","SCOLARI ME DADDY","DROOPYS AXIS","€350.00","73","28.55"," ","-.10 Slow","28.45&nbsp","1/1 f","AA0","EP,W Ri","20-Oct-18","Flat 525  ","Tralee"
"19144","MILLRIDGE ZOEY","BICKERTON BOOM","MILLRIDGE GENIE","€650.00","54","29.20"," ","-.10 Slow","29.10&nbsp","5/2","A3","W Ru,EvCh","20-Oct-18","Flat 525  ","Tralee"
"19145","HEADLEYS BUD","AERO MAJESTIC","HEADLEYS ANN","€325.00","67","29.38"," ","-.10 Slow","29.28&nbsp","2/1","A3","Ld 4,StyWl","20-Oct-18","Flat 525  ","Tralee"
"19146","AUGHACASLA HALEY","DROOPYS NIDGE","AUGHACASLA JILL","€290.00","66","29.38"," ","Sand","29.38&nbsp","5/1","A4","EP,ALd","21-Oct-18","Flat 525  ","Tralee"
"19147","GLENGORT BOLT","DROOPYS JET","RATHMORE DESTINY","€205.00","73","18.00"," ","Sand","18.00&nbsp","6/1","S5","RnOn,Crd 1","21-Oct-18","Flat 325  ","Tralee"
"19148","MIXANDMINGLE","TYRUR BIG MIKE","MY GIRL LOLLYPOP","€325.00","74","28.90"," ","Sand","28.90&nbsp","5/2 f","A2","EP,ALd","21-Oct-18","Flat 525  ","Tralee"
"19149","BOOMTOWN TONY","SECRETO","BOOMTOWN POLLY","€310.00","76","28.94"," ","Sand","28.94&nbsp","5/2","A2","EP,ALd","21-Oct-18","Flat 525  ","Tralee"
"19150","COLDWATER LILOU","DROOPYS SCOLARI","BALLYVERRY GIRL","€290.00","55","29.65"," ","Sand","29.65&nbsp","9/2","A5","RnOn,LdNrL","21-Oct-18","Flat 525  ","Tralee"
"19151","MO CARA NUNO","SKYWALKER PUMA","EMLAGH LEANNE","€350.00","67","29.15"," ","Sand","29.15&nbsp","4/1","A3","EP,LdRi","21-Oct-18","Flat 525  ","Tralee"
